f, RPR, RBV, F_last, Recl_last
408.635,0.699554,1.05225,0.182834,263505
408.635,0.699559,1.05223,0.182835,263493
408.635,0.699564,1.05224,0.182829,263498
408.635,0.699572,1.05228,0.182824,263517
408.635,0.699574,1.0523,0.182824,263528
408.635,0.699576,1.05233,0.18283,263538
408.635,0.699577,1.05235,0.182834,263548
408.635,0.699577,1.05237,0.182844,263558
408.635,0.699575,1.05237,0.182846,263562
408.635,0.699573,1.05235,0.182846,263555
408.635,0.699569,1.05231,0.182833,263532
408.635,0.699572,1.0523,0.182831,263527
408.635,0.699578,1.05229,0.18283,263522
408.635,0.699586,1.0523,0.182829,263523
408.635,0.699593,1.05232,0.182822,263534
408.634,0.699592,1.05232,0.182794,263559
408.634,0.69958,1.05229,0.182752,263583
408.634,0.699569,1.05225,0.182719,263590
408.634,0.699558,1.05221,0.18269,263587
408.634,0.699554,1.05218,0.182677,263575
408.634,0.699556,1.05219,0.182682,263580
408.634,0.699552,1.05217,0.18267,263572
408.634,0.699551,1.05216,0.182661,263560
408.634,0.69955,1.05216,0.182647,263545
408.634,0.699547,1.05216,0.182629,263538
408.634,0.699543,1.05215,0.182616,263545
408.634,0.699536,1.05214,0.182597,263559
408.634,0.699533,1.05214,0.18259,263567
408.634,0.699529,1.05213,0.182585,263572
408.634,0.699525,1.05212,0.182581,263577
408.634,0.699519,1.05212,0.182581,263577
408.634,0.699516,1.05211,0.182592,263566
408.634,0.699518,1.05212,0.182604,263554
408.634,0.699523,1.05213,0.182614,263544
408.634,0.699525,1.05214,0.182616,263541
408.634,0.699525,1.05215,0.182616,263541
408.634,0.699525,1.05215,0.182614,263543
408.634,0.699524,1.05215,0.182611,263547
408.634,0.699522,1.05215,0.182608,263552
408.634,0.69952,1.05214,0.182606,263556
408.634,0.699519,1.05214,0.182606,263558
408.634,0.699521,1.05215,0.18261,263554
408.634,0.699526,1.05217,0.182618,263544
408.634,0.699531,1.05218,0.182624,263534
408.634,0.699533,1.05219,0.182626,263529
408.634,0.699533,1.05219,0.182625,263529
408.634,0.699533,1.05219,0.182624,263530
408.634,0.699533,1.05218,0.182623,263530
408.634,0.699532,1.05218,0.182622,263531
408.634,0.699532,1.05218,0.182621,263531
408.634,0.699531,1.05218,0.182619,263532
408.634,0.69953,1.05218,0.182617,263534
408.634,0.699529,1.05218,0.182613,263535
408.634,0.699527,1.05217,0.18261,263536
408.634,0.699527,1.05217,0.18261,263536
408.634,0.699528,1.05217,0.182614,263534
408.634,0.699529,1.05217,0.18262,263532
408.634,0.69953,1.05217,0.182624,263531
408.634,0.699531,1.05217,0.182626,263530
408.634,0.699531,1.05217,0.182625,263530
408.634,0.69953,1.05217,0.182623,263530
408.634,0.69953,1.05217,0.182621,263530
408.634,0.69953,1.05217,0.182619,263530
408.634,0.69953,1.05217,0.182618,263530
408.634,0.69953,1.05217,0.182616,263530
408.634,0.69953,1.05217,0.182615,263530
408.634,0.69953,1.05217,0.182614,263530
408.634,0.699531,1.05218,0.182614,263529
408.634,0.699532,1.05218,0.182617,263527
408.634,0.699535,1.05217,0.182615,263529
408.634,0.699533,1.05218,0.182616,263528
408.634,0.699532,1.05217,0.182615,263529
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182613,263531
408.634,0.699531,1.05216,0.182613,263531
408.634,0.699531,1.05216,0.182613,263531
408.634,0.699531,1.05216,0.182613,263531
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182612,263530
408.634,0.699531,1.05216,0.182612,263530
408.634,0.699531,1.05216,0.182612,263530
408.634,0.699531,1.05216,0.182612,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182613,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
408.634,0.699531,1.05216,0.182614,263530
